Description,TotalSalesDollars,ProfitMargin
Ch Mouton Rothschild 12 Paui,4699.9,0.662780059150187
Ch Musar Hochar Red,119.96,48.98299433144381
Ch Olivier 10 Blanc Pessac-L,1172.77,42.03467005465693
Ch Olivier Pessac-Leognan 10,1835.64,57.411583970713224
Ch Pagodes de Cos 10 Brdx,99.99,67.53675367536755
Ch Palmer Margaux 09 Medoc,3059.91,8.044354245713098
Ch Pavie Macquin St Emiln 11,1475.82,51.52593134664119
Ch Pesquie Cotes du Ventoux,1065.15,37.81157583438952
Ch Petit Bocq Cru Borgeos 10,127.96,83.44013754298219
Ch Pez 12 St-Estephe,967.7800000000001,97.06751534439645
Ch Phelan Segur St Estephe,721.8100000000001,72.48029259777505
Ch Phelan Segur St-Estphe 12,1049.79,56.13789424551576
Ch Pichon Long Comtesse L 12,3899.7,11.563197169012996
Ch Pichon Longevile 11 Comts,2379.83,76.15207808961144
Ch Pichon Longueville Rsv Co,1049.86,85.99527556055094
Ch Pichon Longville 12 Pauil,7394.49,30.799284331982342
Ch Pitot Brdx,2877.1999999999903,79.88461003753643
Ch Plaisance Cuvee Alix Roug,3417.719999999997,38.64593939819525
Ch Poujeaux 10 Moulis,305.94,35.065699156697384
Ch Rauzan Segla Margaux 09,159.99,33.333333333333336
Ch Rayne Vigneau Sauternes,869.85,58.62390067252975
Ch Reserve d La Cometesse 11,367.92,91.43835616438356
Ch Reserve de la Comtesse 12,2725.4199999999996,91.67577841213465
Ch Rollan de By Medoc,3898.439999999992,89.53427524856095
Ch Roumier-Lacoste Barsac W,74.97,31.052420968387356
Ch Smith Haut Lafitte 12 Whi,2063.84,61.991239630979145
Ch St Jean Belle Terre Chard,37280.130000000325,20.342337862019388
Ch St Jean Cinq Cep Cab Svgn,719.91,69.34616827103387
Ch St Sulpice Rose 13,727.44,66.35323875508632
Ch Ste Michelle Cold Crk Cha,815.6000000000003,29.43599803825407
Ch Suduiraut Sauternes 10,629.9499999999999,44.82736725136915
Ch Talbot St Julien 11 GC,274.95,48.38334242589562
Ch Talbot St-Julien 12 GCC,1707.72,53.622373691237435
Ch Tanunda Gr Barossa Rsl,767.3600000000002,4.963771893244373
Ch Tanunda Gr Barossa Shiraz,7944.399999999966,7.232767735763054
Ch Tertre de Viaud C d Bourg,2350.039999999999,74.65234634304096
Ch Thivin Cote de Brouilly,321.86,75.8746038650345
Ch Valfontaine 10,2457.539999999997,72.535136762779
Ch Vignot 05 St Emilion Red,149.98,33.7911721562875
Ch d'Yquem Sauternes,1143.96,3.2256372600440653
Ch de Beaucastel Pape Blanc,249.98,31.50652052164173
Ch de Berne Rose,254.83,43.19350155005298
Ch de Bonhoste Red Brdx 09,67.96,68.42260153031194
Ch de Carles Brdx,44711.58000000002,29.553149318364508
Ch de Chantegrive Graves Rou,1536.4700000000003,97.50076473995587
Ch de Jarnioux Bjls,5274.68999999999,96.8627540196675
Ch de Pierreux Brouilly Rsv,805.69,73.84602018145937
Ch du Courlat 10,3473.6099999999956,75.69473832698544
Ch du Levant Sauternes,2110.6800000000007,6.795914112987317
Ch la Pointe Pomerol,1503.5300000000002,71.17184226453746
Chalk Hill Pnt Nr RRV,8747.499999999984,79.60457273506712
Chambers Rosewood Muscat,707.4100000000003,65.42457697799016
Champagne Malard Grand Cru B,549.89,94.01880376075215
Chanrion Cote de Brouilly,189.9,86.66666666666667
Chanson Le Bourgogne Pnt Nr,367.8400000000001,50.96781209221402
Chanson Vire Clesse,252.89,38.985329589940285
Charles & Charles Chard,885.87,94.0262115208778
Charles Fournier Rsl,223.86000000000004,58.509782900026806
Charles Goodnight Bourbon,1117.74,64.026517794836
Charles Joguet Chinon Rose,181.87,75.03711442238962
Chartron Trebuchet Puligny,2456.6099999999997,56.39315967939559
Chateau Camensac 10,335.93,61.38481231208883
Chateau Carlmagnus 10,647.76,83.54946276398667
Chateau Giscours Margaux,449.91,62.203551821475415
Chateau Pontet Canet Pauilac,1259.91,16.856759609813405
Chateau Simon Bordeaux Blanc,992.4100000000003,80.51208673834404
Chateau d'Issan Margaux,755.86,71.24070595083745
Chehalem Inox Chard Wlmt Vly,1119.4400000000003,69.45794325734296
Chehalem Pnt Nr Three Vyd,2256.4500000000003,73.96219725675287
Cherry Heering Liqueur,629.82,26.3122796989616
Cherry On Top Sweet White,38.97,81.67821401077752
Cheval des Andes Mendoza,1919.68,12.50729288214702
Chevalier L'Aujardiere Chard,237.86,90.59951231817035
Chi Chi's Chocolate Malt RTD,197.81999999999996,95.59195227985036
Chi Chi's Orange Cream RTD,6450.22999999993,68.69320938943231
Chi Chi's Ruby Red Margarita,5435.469999999943,71.64403446252086
Chicken & Turkey Cotes du Rh,173.82000000000002,34.760096651708665
Chigard Fleurie Les Moriers,1939.0300000000004,74.75026172880256
Chimney Rock SLD Cab Svgn,139.98,35.49078439777111
Chinaco Blanco Tequila,2849.0499999999997,70.25429529141293
Chivas Regal w/ 2 Glasses,2539.2099999999973,94.54869821716201
Chocolate Shop Red,15305.379999999848,23.420392045149253
Chops & Burgers Bordeaux,2797.1299999999915,11.804599714707384
Christian Bros Ruby Port,836.5500000000002,38.18181818181819
Christian Drouin Calvados,459.80000000000007,74.45411048281862
Christmas Traditions Pnk Mos,119.88,31.03103103103102
Churchills LBV Port,131.94,20.145520691223282
Ciacci 07 Piccolomino Brunlo,899.85,86.57776296049342
Cinq les Pattes Bordeaux Bla,547.5200000000002,65.85330216247809
Circadia Cab Svgn Napa Vly,149.98,84.01786904920657
Ciroc Amaretto Vodka,6749.329999999991,27.551654477093848
Ciroc Apple Vodka,18767.689999999624,58.20742989680585
Ciroc Pineapple Vodka,1130.98,60.52153728630411
Citadelle Gin,9283.619999999937,31.566565628493677
Citation Chard,3059.15,30.143994246767896
Citran Haut-Medoc,753.7400000000001,92.09541751797701
Clarendelle Brdx Blanc,1936.8600000000004,52.58304678706773
Clarendelle Brdx Rouge,3038.3999999999955,82.01619273301735
Claude Riffault Chass Sancer,593.78,66.20970729899963
Clayhouse Adobe Red Paso Rbl,34012.62000000059,3.3751883859593295
Clayhouse Cab Svgn Paso Rbls,18676.84999999995,20.257645159649535
Clayhouse Malbec Paso Robles,13204.889999999885,32.92462110627155
Clayhouse Petite Sirah,3440.5799999999963,43.21015642711397
Clayhouse Svgn Bl Paso Roble,7997.3299999999435,28.935032066951784
Cles des Ducs Armagnac VSOP,4200.089999999991,89.3002292808011
Cline Cashmere Red Cal,24816.930000000153,17.790314918082938
Clix Vodka,299.99,21.87406246874896
Clos Erasmus Laurel Priorat,1371.72,64.28571428571429
Clos LaChance Meritage,399.60000000000014,91.4914914914915
Clos Pegase Carneros Chard,46626.84000000008,18.53286647776244
Clos Pegase Merlot Napa,45928.47000000025,63.30798739866593
Clos Pegase Svgn Bl Napa,35436.360000000364,29.104174356509215
Clos Rochette Faiveley 09,499.7500000000001,3.975987993997021
Clos de Marquis 09 St Julien,3743.84,43.96635539980341
Clos du Bois Chard Calcaire,505.5400000000001,82.36341337975234
Cluny Scotch Whiskey,14017.159999999894,33.02559148928829
Cocci Grifoni Tellus Red,526.6899999999999,50.21739543184795
Cocktail Time Key Lime Rtd,4516.939999999973,62.56337254867211
Cocktail Time Strawberry Rtd,4283.179999999973,59.95148464458624
Codice Sierra Cantabria Red,4905.0899999999665,20.70604209097023
Cointreau VAP,3882.8199999999947,90.59987328797109
Colavita Pnt Nr,51546.7000000001,34.83757447130481
Colby Red,764.1,26.878680800942266
Coldcock American Herbal Whi,6741.449999999959,15.28677065023055
Columbia Crest Grand Chard,60853.52999999969,15.374506622705677
Columbia Crest H3 Svgn Bl,349.67,22.48691623530759
Columbia Crest Two Vines Rsl,5.29,32.51417769376182
Columbia Crest Walter Clore,287.88,33.88912046686119
Comandon XO Cognac,1559.88,93.68669384824474
Commander Quincy's Rum Toddy,2616.1299999999974,42.43864028163733
Concannon Crimson & Clover,623.52,66.43571978444957
Concannon Glen Ellen Wh Zin,15.95,83.44827586206897
Concannon Irish Whiskey,263.88,21.873578899499773
Concannon Petite Sirah Cntrl,3364.9299999999885,91.4625267093223
Conch Republic Dark Rum,112.41,3.389378169202031
Conti Zecca Negroamaro 10,13906.079999999878,97.92119705912808
Contratto 08 Milesimato Brut,1762.1800000000005,66.29856200842138
Convento Las Claras 12 Tinto,1763.1600000000005,70.0333492139114
Copa di Vino Cab Svgn,751.9800000000015,6.439001037261807
Copa di Vino Chard,781.8600000000014,22.139513467884413
Copa di Vino Pnt Grigio,1471.590000000003,38.07106598984785
Copain Monument Tree Pnt Nr,149.97,78.06894712275788
Copain Tous Ensemble 12 Chrd,33387.12000000033,3.8166514512190406
Copain Wentzel Pnt Nr,299.95,73.85564260710117
Coppo L'Avvocata,1138.33,41.50729577539027
Corbett Canyon Wh Znfdl,155.88,65.97382602001541
Corner Creek Rsv Bourbon,27330.220000000336,24.829547658234148
Cortijo Rosado Rioja,195.86,62.42213826202389
Coruba Rum,179.88,24.216144096064042
Corvo Nero d'Avola & Pnt Gr,2291.0399999999995,55.03875968992248
Cote Mas Blanc Mediterrane,1024.8600000000004,86.98358800226373
Couleurs Du Sud Viognier,2587.4099999999958,80.17322341646663
Couly-Dutheil Chinon Rose,339.83000000000004,55.29529470617662
Courvoisier Rose,517.72,92.17723866182493
Couvent des Thorins Moulin,259.90000000000003,93.28972681800693
Crane Lake Pnt Grigio Cal,377.58,5.4505005561735365
Creme Yvette Liqueur,47.98,61.83826594414339
Creta Olympia White,575.04,67.27879799666111
Cristobal Pie Palo Viognier,359.7,40.867389491242704
Croft Port 11,479.94,67.53344168021003
Croix de Basson Rose Organic,895.3600000000002,79.71765546819157
Croix de Beaucaillou St Juln,563.88,6.811732992835349
Crown Royal 75th Anniversary,5249.249999999993,80.67533457160545
Crown Royal Apple,47.76,94.05360134003351
Crown Royal Hand Slct Barrel,71127.02999999991,53.3187031709323
Crown Royal No Harvest Rye,6724.2099999997945,48.52287480610947
Crown Royal w/2 Glasses,4585.9299999999885,96.62838290161429
Cruzan Est Single Barrel Rum,239.92000000000002,41.4054684894965
Cuervo Silver Rolling Stones,38633.95000000031,42.85370768456288
Cupcake Chianti,685.0200000000004,93.32866193687775
Cutty Sark Prohibition,8147.2299999999605,79.19599667617082
Cyan Toro Zamora,623.6100000000001,94.73228460095253
D.des Senechaux CdP,3049.3899999999994,36.36399411029745
Dachshund Rsl,3197.72999999999,75.06230982603276
Dad's Hat Rye Whiskey,244.95000000000002,60.07348438456829
Dalton Canaan Red,119.88,78.47847847847848
Damrak Amsterdam Gin,4151.689999999983,23.053503513026904
Daou Cab Svgn,23668.160000000025,91.49709990130202
Dark Corner Moonshine,1403.4600000000003,51.27043164749976
David Bruce Pnt Nr Anderson,10436.519999999984,98.33134033183475
De Loach Merlot Cal,4705.45999999998,20.417344956709478
DeKuyper Amaretto,728.1900000000005,10.814485230503115
DeKuyper Buttershots Trav,241.78000000000006,97.04690214244354
DeKuyper Mixed Berry Medley,208.80999999999997,96.18792203438532
DeKuyper Peach Pucker,51.96,23.633564280215552
DeKuyper Strawberry Pucker,263.76,28.571428571428566
DeLille Cellars Chaleur Blnc,554.85,46.29899972965667
DeLille Cellars D2,3611.139999999999,48.49604280088835
Deadbolt Red,12803.409999999865,5.778226269407106
Debauchery Chard,98.43,22.980798537031397
Debauchery Pnt Nr,11.58,65.97582037996547
Deep Eddy Vodka,7500.959999999969,49.46740150594036
Delamotte Bl de Bl Brut,2099.16,63.4920634920635
Delamotte Bl de Bl Champagne,799.84,51.61532306461293
Delamotte Brut,5292.869999999997,83.46867386069061
Devils Spring Vodka,10588.109999999922,59.499854081606344
Dewars Highlander Honey,31264.670000000555,89.67754977103567
Dewars Wh Label & Honey 2 Pk,3813.909999999995,97.88248805032104
DiSaronna Amaretto Sour VAP,55574.59999999987,85.43230180694054
DiSaronno Amaretto,3508.9799999999896,99.39127609732742
DiSaronno Cavalli Glass Pack,1225.44,58.24520172346259
Diamond Creek Red Rock Cab S,4274.81,33.33481488066136
Diamond Crk Cab Svgn Volcanc,3374.8500000000004,25.438463931730304
Diamond Crk Gravelly Cab Svg,2249.9,4.111293835281568
Dictador 20 Yr Rum,2459.5899999999992,71.09111681215161
Diseno Red Blend Mendoza,4085.2799999999925,13.143774722907423
Diseno Torrontes Salta,671.0400000000003,82.40939437291371
Dolin Sweet White Vermouth,899.4000000000002,3.7169223927062545
Dom Bousquet Malbec Gr Rsv,311.88,31.050404001539057
Dom Bousquet Pnt Nr Rsv,600.6300000000001,28.899655361870057
Dom Cachot Monot Ct Nuits,2483.0799999999986,61.60131771831756
Dom Clape Cornas Rd,575.94,66.21523075320346
Dom Clavel Languedoc,1930.6200000000003,57.43698915374337
Dom Faiv Cham Clos De Beze,2141.9300000000003,51.07683257622798
Dom Fleurot-Larose Chass-Mon,223.96,33.77388819432042
Dom Fond Croze CdR Serra Grd,1649.7300000000002,47.84358652628007
Dom Fond Croze La Croix Coq,10434.199999999959,58.63219029729143
Dom Fouassier Sancerre 13,2410.6599999999985,89.40705035135605
Dom Henri Boillot Mersault,629.91,55.850835833690525
Dom Janasse Terre d'Argile,699.6500000000002,98.0818980919031
Dom La Fage Cve Nicholas VdP,4515.339999999987,30.72437513011186
Dom La Fage Tess Carignan VV,1428.9,45.31317796906711
Dom Leflaive Merslt 07 d'Ane,236.97,32.89023927079377
Dom Piquemal Cotes du Roussi,539.64,77.00689348454526
Dom Poujol Rose Coteaux du,892.5300000000001,43.01143939139301
Dom Serene Roadblock Syrah,377.7900000000001,80.56062892082903
Dom Sourdais Chinon,479.68000000000006,24.947881921280864
Dom Specht Rsl Alsace,407.76,32.430841671571514
Dom St Andrieu Rose CdP,1630.9800000000005,65.16940735018211
Dom Tempier Bandol Rg,3599.0999999999985,75.46664443888749
Dom Virginie Thunevin Brdx,1353.2000000000005,74.31643511676029
Dom de Dionysos La Deveze,47728.16000000032,2.557777211608786
Dom de Marcoux 12 Nerf Rouge,2029.7099999999998,22.056845559217813
Dom de la Damase Grenache,335.72,13.678065054211864
Dom du Dupeuble Bjls,1263.2100000000005,90.65634375915327
Dom du Garde Temps Tour Rose,3485.8199999999965,20.628144884130492
Dom du Grand Tinel Ch d Pape,2024.5500000000002,74.47333975451336
Dom du Grand Tinel Establet,227.94,32.877072913924714
Dom les Pallieres Gigondas,2913.379999999999,51.950655252661846
Don Ramon Reposado Tequila,5969.029999999983,45.19310507737423
Dona Paula Est Red Blend,611.4900000000001,42.07591293398094
Donegal Irish Whiskey,7059.309999999967,65.59607100410648
Donnafugata Mille una Notte,291.96,65.51582408549116
Double Canyon Heaven H Cab S,4821.989999999992,66.72784472800643
Double Decker Red,1682.789999999999,82.01974102532104
Double T Trefethen Red,311.88,31.050404001539057
Dr Konstantin Frank Rose,2361.6099999999988,51.55508318477645
Dr McGillicuddy's Apple Pie,125.44,98.13456632653062
Dr McGillicuddy's Peach,7162.64999999979,61.944252476386794
Dr McGillicudy's Buttersctch,420.75000000000034,86.85680332739157
Drouhin Laforet Red Bourgog,3076.289999999997,19.62786343290122
Du Peyrat Organic Cognac,2039.4900000000002,1.9754938734683873
Duboeuf Bjls Rd,158.69999999999996,49.56521739130434
Duboeuf Pouilly Fuisse,1395.3600000000004,88.45889232886137
Duca di Salaparuta Paso Mule,901.59,30.98747767832385
Duckhorn Estates Merlot,679.96,3.22666039178776
Duckhorn Howell Mtn Cab Svgn,4929.709999999999,64.4052084199679
Dutton Goldfield Chard Dutto,1364.65,73.33675301359322
Duval-Leroy Femme de Chmpgne,3999.8,48.27741387069353
Duval-Leroy Prestige Rose,2846.21,92.38358914293579
E&J Peach Brandy,7110.109999999939,77.62186520321045
Eagle Rare Bourbon 17 yr,79.99,28.05350668833604
Early Times Mint Julep RTD,233.82,34.64203233256351
Earthshaker La Quete Lirac C,191.88,34.64665415884928
Ecco Domani Prosecco,1427.1400000000012,89.10268088624804
Elijah Craig 18 Yr,649.95,85.61120086160474
Elk Cove Pinot Bl,1547.1400000000006,67.45090941996202
Emmolo Svgn Blanc,643.54,91.53432576063648
Enzo Boglietti Barolo Fosati,1799.76,88.81406409743522
Enzo Boglietti Brl Case Nere,849.9,22.075538298623368
Enzo Boglietti Dolcetto Alba,688.6700000000001,77.94008741487215
Ermita Rioja Crianza,231.86,17.24316397826275
Ermita Rioja White,205.87000000000003,59.663865546218496
Ermita Sn Felices Rose Rioja,239.85000000000005,75.80988117573484
Errazuriz Max Fndrs RSV,1151.84,18.304625642450333
Esporao Reserva Red Alentejo,299.88,32.89315726290516
F Coppola Diamnd Petite Sira,1594.9400000000007,95.44559669956236
F Coppola Votre Sante Pnt Nr,7882.229999999959,0.4530443795720964
Failla Pnt Nr Sonoma Cst,2694.2299999999987,98.28002805996518
Falesco Sangiovese Umbria,1280.1000000000006,96.57058042340442
Falesco Vitiano Umbria,20093.489999999958,35.39599143802265
Faretti Biscotti Liqueur,876.6600000000002,69.52980631031416
Farm Napa Vly Cab Svgn,130.47,31.961370429983905
Farnese Edizone Cinque Autoc,321.93,50.734631752244276
Farnum Hill Dooryard Cider,1474.7700000000004,71.98885249903375
Farnum Hill Dooryard Still,947.2100000000003,76.67676650373203
Farnum Hill Farmhouse Cider,6931.289999999946,2.5185787926914056
Farnum Hill Summer Cider,299.75000000000006,37.00417014178483
Farnum Hill X-Dry StillCider,419.65000000000015,47.3561301084237
Fattoria Del Cerro Vino Nob,256.31,58.70625414537084
Fattoria Heba Marellino 11,4723.219999999993,55.83097971299233
Fattoria Pagliaatura Verm 11,1510.7400000000007,84.87628579371699
Fattoria Poggio Red 10,539.9,60.52602333765512
Felino Vina Cobos Cab Svgn,1679.1600000000003,42.45694275709285
Felino Vino Cobos Chard,815.7900000000002,80.5391093296069
Fetzer Valley Oaks Cab Svgn,21693.30000000007,10.747604098962043
Fifty Shades Of Grey Wh Silk,252.77000000000004,79.28551647743008
Finca Sandoval Tinto Manchue,5936.699999999985,39.20881971465616
Fireball Cinnamon Whisky,766.08,25.81453634085213
Firefly Blackberry Moonshine,7734.8399999999465,59.114862104451795
Firefly Moonshine,3728.4299999999816,79.16012906236664
Firesteed Citation Pnt Nr,3639.4799999999987,10.200633057469727
Firesteed Willamette Pnt Nr,1859.4000000000003,67.06733354845649
Fitch's Goat 100% Corn Whsky,1229.5900000000001,51.9327580738295
Fitch's Goat Moonshine,835.6200000000001,75.88856178645797
Five Oaks Wh Znfdl Cal,136.44,35.356200527704495
Flag Hill De Chaunac Red NH,1078.1700000000003,83.83000825472793
Flag Hill Heritage Rd NH,49.96,65.5324259407526
Flag Hill Wild Blueberry Fr,811.4400000000003,81.77314404022479
Flagstone Longitude Red,6717.389999999965,18.562417843834776
Flip Flop Merlot,95.88,32.91614518147685
Flipflop Spiced Rum,365.60000000000014,69.01531728665209
Flora de Cana Black 5 YO Rum,8544.799999999945,61.897294260836766
Flowers Sonoma Cst Chard,199.98,67.74177417741774
Flowers Sonoma Cst Pnt Nr,499.95,86.66666666666666
Flying Fish Rsl Wash,155.88,32.87143956889915
Foley Johnson Cab Svgn,7816.599999999986,76.70675229639481
Folonari Pinot Grigio Venez,45504.21999999996,17.34428147543123
Fontana Candida Pinot Grigi,125.86,9.574129985698393
For A Song  The Score,2061.420000000001,86.55489905016931
Forefront Pine Ridge Znfdl,58067.57000000019,44.887344175070616
Forest Glen Merlot Cal,713.58,33.31371394938199
Forestville Chard Cal,95.88,31.914893617021274
Fort Ross Pnt Nr Sonoma Cst,23212.260000000064,77.45501730551017
Fortant Cab Svgn,15608.939999999906,38.598328906382825
Fortant Chard,10083.649999999936,27.708518244881287
Four Star Cab Svgn,5707.919999999984,94.53653870411637
Foxen Chard Block UU,666.7700000000001,26.613374926886337
Foxglove Chard,539.64,13.45341338670224
Frescobaldi Mormoreto Cab Sv,8776.529999999993,57.332567654870395
Frescobaldi Sangiovese Remo,67069.19000000042,24.555522438843553
Fritz Svgn Bl Dry Creek Vly,287.82,72.39941630185533
Fuki Sake,11996.029999999851,3.647123256609517
Full Throttle Apple Whiskey,339.83000000000004,40.70564694111762
Full Throttle Blackberry,739.6300000000001,70.1877966010032
Full Throttle Peach Whiskey,919.5400000000002,22.78639319659832
Full Throttle Strwbry Whisky,779.6100000000002,59.810674568053265
Full Throttle Vanila Whiskey,999.5000000000002,7.343671835917967
Fulton's Harvest Apple Pie L,2086.830000000001,74.7943052380884
G Bertrand T Jeffrsn Cremant,350.7300000000001,94.99329968921963
G Ferrer Etesian Pnt Nr Rose,601.57,18.9421015010722
Gabbiano Pinot Grigio Delle,719.28,2.2939606272939606
Gaia Notios Red,2030.7299999999998,23.416702368113942
Galerie Latro Cab S Knights,499.90000000000003,86.66533306661331
Galliano Tiki Gift Pack,341.82,83.16072786846878
Gallo Fairbanks Red Port,304.3900000000001,6.44896350077207
Gallo Twin Vly Cab Svgn Cal,499.00000000000006,23.9238476953908
Gary Farrell RRV Pnt Nr,2119.4700000000003,83.08350672573805
Gaston & Ravaut Bourgn Chard,251.91000000000003,2.413560398555044
George Dickel #12 Sour Mash,1201.5400000000002,0.9271434991760656
George Wine Co Pnt Nr Sonoma,2111.68,50.662979239278684
Gerard Bertrand Gr Teroir Rd,1129.4000000000003,52.749247387993634
Gerard Bertrand Languedoc Rg,1978.2000000000005,68.23779193205945
Geyser Peak Pnt Nr,17.99,44.46914952751528
Geyser Peak Tectonic Red,174.93,35.49419767907163
Gianni Gagliardo Barolo S 07,1067.85,56.35154750198998
Gibsons 12YO Gold Canadian W,6584.919999999975,52.303141116368735
Gifft Chardonnay,181.87,91.14752295595756
Gifft Red Blend,2284.3499999999995,71.02107820605423
Girvan Patent Still #4 Apps,1977.5700000000002,75.88049980531663
Glam Prosecco,4621.10999999998,72.46722107891816
Glen Moray 10 Yr Chard Cask,1984.9900000000002,98.48916115446426
GlenDronach 15 Yr Scotch,23846.380000000056,7.836074070781722
Glendalough 13 Yr Sngle Malt,5814.319999999997,55.46168769520767
Glendalough Poitin Shry Cask,2404.1999999999985,73.33499708842857
Glenfiddich The Original,3199.679999999998,66.60228522852282
Glenmorangie Original VAP,26481.180000000175,12.905089576824643
Glenmorangie Tusail Giftbox,1499.85,75.4908824215755
Glenrothes Single Malt Scot,1916.5900000000001,64.0105604224169
Gnarly Head Authentic White,854.0500000000003,72.28148234880862
Gonzalez Bypass Noe Sherry,1195.74,24.080485724321345
Gordon Est Cab Svgn Columbia,65.97,77.62619372442019
Goslings Dark'n Stormy VAP,1471.1200000000006,88.15188427864486
Goslings Family Rsv Rum,1559.76,70.23901112991742
Goulee Cos d'Estournel 10,300.93,43.23596849765727
Grady Family Vyds Znfdl,839.4,74.03859899928521
Graham's Six Grapes Gift Pk,550.71,71.08278404241797
Grahams 2000 Vintage Port,4703.509999999996,90.4126917982528
Gramercy Clrs Grenache,2749.449999999999,55.468911964210996
Gramona Gessami Penedes,2421.4099999999967,25.661081766408728
Gramona Lustros Gr Rsva Cava,386.91,85.18518518518519
Gran Gala Liqueur,426.69000000000057,81.67053364269144
Grand Macnish Black Edition,2548.979999999996,90.8810583056752
Grand Marnier Quintessence,2399.9700000000003,48.32018733567504
Grand Marnier Rasp-Peach,2469.589999999997,74.13619264736249
Gratien & Meyer Cremant Brut,818.4700000000003,70.09053477830588
Green Lip Svgn Bl,143.88,31.526271893244374
Greg Norman Svgn Blanc Marlb,4562.009999999993,75.9794476557482
Grenache/Shirz Stump Jump,107.90999999999998,10.480956352515976
Grey Goose L'Orange Vodka,7941.309999999979,85.31866908608274
Grey Goose La Poire Vodka,5497.829999999986,56.95210655840567
Grey Goose Le Citron Vodka,6531.609999999988,86.87153703298266
Grind Espresso Shot,410.8500000000007,96.15431422660339
Grooner Gruner Veltliner,376.6200000000001,62.08379799267166
Gruet Bl de Bl 25th Annivrsy,455.76000000000005,56.99490960154468
Gruet Blanc de Noir,279.72,11.969111969111975
Guasti Clemente Barolo Rsva,4199.159999999997,79.2637098848341
Guigal Cote Rotie Br et Blnd,2924.5499999999993,63.686721034005224
Guillaume Vrignaud Chablis,597.77,29.86432908978369
Guillermo Mndza Kosher Malbc,701.46,73.02768511390528
H Brunier Telegramme Pape,3734.1699999999973,54.29640321677907
H3 Horse Heaven Hills Cab Sv,62333.29000000005,6.893266824196968
Hacienda Haro Lopez Cri Rsva,269.82,93.08427840782744
Hahn Meritage Central Coast,4122.499999999986,80.46379624014548
HandCraft Artisan Coll Cab S,15265.539999999835,28.278462471683792
HandCraft Artisan Coll Chard,11130.899999999901,24.41401863281439
HandCraft Artisan Coll Pet S,358.9800000000001,45.540141512061965
HandCraft Artisan Coll Pnt N,15079.629999999854,39.19081568977419
Hangar One Blueberry Vodka,167.94,87.27521733952602
Hangar One Citron,27.99,28.04573061807788
Hangar One Kaffir Lime Vodk,111.96,63.236870310825296
Hardys Cab Svgn Ausl,13073.949999999868,7.042630574538265
Hardys Chard Ausl,23601.65000000016,23.884982617741176
Hardys Shiraz Ausl,17203.12999999987,9.282903750653778
Hardys Whiskers Blake Tawny,335.76000000000005,44.31736954967835
Harrison Clarke Syrah,999.75,68.0
Harthill Farms Cab Svgn,985.4,93.93545768215952
Hartley & Gibson Fino Dry S,69.95,22.115796997855618
Hartley & Gisbon Pedro Zimen,385.80000000000007,72.8978745463971
Haut-Bailly Pessc Leognan 06,6630.8099999999995,66.04487234591248
Haut-Carles Fronsac 10,305.94,33.33987056285546
Hauts de Smith Rouge Pessac,2735.2399999999993,69.97850280048551
Havens Cab Svgn 11,6332.479999999987,97.41775733993632
Haywood Chamizal Znfdl 09,42133.65000000015,23.82335734027329
Heinrich Vollmer Riesling,755.3700000000003,59.49137508770539
Hendry Ranch Barrel Chard,1642.4700000000003,71.18486182396026
Hennessy VSOP Cognac + 50mL,64620.279999999875,57.74267768570477
Henri Bourgeois Svgn Blanc,14.99,35.090060040026685
Henry DuYore's Strgt Bourbon,902.7900000000001,96.30811152095171
Heritance Cab Svgn,805.69,87.26557360771511
Herradura Reposado Barrel 11,551.88,24.244400956729724
Herradura Reposado Lot 598,3403.2599999999993,75.61397013451807
Herradura Reposado NHSLC,6208.649999999987,76.94152513026177
Herzog Kosher Chard,2597.059999999997,26.316681170246266
Herzog Kosher Merlot,1617.7800000000004,23.610132403664306
Herzog Kosher Wh Znfdl,132.81,85.87455763873201
Herzog Kosher Znfdl,499.5000000000001,91.78378378378378
Hidalgo Gobernador Oloroso S,599.8000000000001,73.51117039013005
High Valley Svgn Bl 13 Lake,9205.419999999947,95.81778995417915
Highland Park Odin,1399.96,81.06088745392726
Hirsch 20 Yr American Whisky,9028.289999999983,67.51079108003835
Hob Nob Malbec VDP D'Oc,2447.4899999999943,36.5970851770588
Hob Nob Wicked Red,3525.3799999999856,21.876506929749066
Hobbs Crossbarn Pnt Nr RRV,1979.4500000000003,98.78804718482407
Hogue Cellars Chard Wash,1090.3200000000008,89.1288795949813
Hogue Clrs Merlot Wash,575.44,30.515779229806757
Honeymaker Spiced Mead,610.5300000000002,73.92101944212406
Honoro Vera Organic Jumilla,670.7100000000003,39.991948830343986
Hornitos Spiced Honey Liquer,3526.039999999993,66.6044627967918
Hpnotiq Harmonie,299.85,63.92196098049025
Hpnotiq Sparkle,2038.9800000000005,10.599417355736717
Hudson Bay Bourbon,1329.7,32.390764834173126
Hudson Manhattan Rye,1399.68,84.84653635116597
Hudson Maple Cask Rye,6433.569999999982,46.913455515366906
Hundred Acre Ark Vy Cab Svgn,3749.8999999999996,40.396810581615505
Il Donato Vino Rosso Puglia,335.64,56.238827314980334
Il Poggione Monalcino Rsv 07,1442.87,84.51211820884764
Il Poggione di Montalcino,178.99,34.63880663724231
Ilauri Bajo Montplc d'Abruzo,539.7,45.91439688715954
Immersion Red,94.95,33.75460768825698
Imperial Blended Whiskey,224.82,26.98158526821457
