Description,TotalSalesDollars,ProfitMargin
Inkblot Cab Franc,5161.489999999987,77.29725331251241
Inman Family Endless Crush,1147.5900000000001,87.28727158654223
Irony Chard Napa,365.06999999999994,7.535541129098497
Islay Mist 8 Yr Old Scotch,261.84,86.72089825847846
J Lohr Arroyo Seco Chard,2566.6999999999994,58.07457046012389
J Lohr Fogs Ranch Pnt Nr,2666.0699999999983,55.32600419343826
J Lohr Hilltop Cab Svgn,3475.759999999998,43.445462287384586
J Lohr Tower Road Petite Sir,559.72,2.601300650325173
J W Dant Bourbon,413.82000000000005,25.35885167464116
J. Ordonez Victoria Moscatel,2368.4199999999996,32.49803666579406
JJ Prum Bernkasteler Bads 11,485.82000000000005,70.95220452019267
JM Gobillard Tradition Brut,159.96,70.83020755188798
JP Wiser's Rye w/ 2 Glasses,1701.2000000000005,79.04420409122973
Jaboulet Cotes du Rhone Par,37672.27000000023,26.834187023364755
Jaboulet Crozes Herm 10 Thal,287.94,89.17830103493782
Jaboulet Crozes Hermitage L,817.5800000000002,5.711979255852657
Jack Daniels 2 Yr Rested Rye,749.85,94.94965659798626
Jack Daniels No 7 Black Trav,39944.25000000047,93.36788148481953
Jack Daniels Sinatra Century,9899.779999999997,60.93802084490765
Jack Daniels Tennessee Fire,11890.199999999712,96.59812282383804
Jacobs Crk Moscato Rose,44.97,67.84523015343562
Jacopo Blondi Santi 10 Sasso,489.86,80.5658759645613
Jadot Beaujolais Villages,917.7000000000003,60.137299771167065
Jadot Beaune Bressandes 13,439.90000000000003,93.28938395089793
Jadot Bourgogne Le Chapitre,434.85,73.32873404622283
Jadot Bouzeron 13,769.6500000000001,82.62327031767687
Jadot Ch d Jacques Morgon 11,10872.629999999932,96.09717244125844
Jadot Ch des Jacques Fleurie,1693.23,71.91639647301312
Jadot Clos Vougeot 13,2099.8500000000004,38.995642545896146
Jadot Cote de Beaune Vlgs 13,1049.65,82.62849521268996
Jadot Echezeaux 13,899.95,61.03783543530197
Jadot Fixin 12,139.96,67.53358102314947
Jadot Gevrey Chambertin 13,2599.74,55.334764245655336
Jadot Macon Villages Blanc,54642.5800000001,0.5403844401192922
Jadot Marsannay 13,569.8100000000001,71.93450448395079
Jadot Marsannay Clos Roy 12,209.94000000000003,89.03496237020101
Jadot Marsannay Clos Roy 13,758.7700000000001,77.26847397762168
Jadot Mercurey 13,929.6900000000002,87.35062225042756
Jadot Monthelie 13 Sous Roch,594.83,68.42122959501033
Jadot Pernand Croix Blanc 12,34.99,32.437839382680764
Jadot Pernand Vergelesses 13,1115.69,68.85514793535839
Jadot Rully 13,623.76,75.32704886494807
Jadot Saint Aubin 13,265.93,80.29556650246306
Jadot Santenay Clos Rous 12,104.97,77.63170429646566
Jadot Savigny 13 Clos de Gue,1199.7,90.80436775860632
Jadot Savigny Bl Clos de Gue,519.87,94.97181987804643
Jadot Savigny Les Beaune 12,174.95000000000002,33.32380680194342
Jadot Savigny les Beaune 13,1574.5500000000002,66.96961036486616
Jadot Vosne Romanee 13,1379.77,79.57485667901172
Jagermeister Spice,6626.699999999824,29.864638507852714
James L'Escargot Svgn Blanc,2263.489999999999,40.2484658646603
Jameson Rarest Vintage Rsv,4799.839999999998,80.91603053435114
Jason Stephens Syrah,11737.6099999999,98.25126239498499
Jean Laurent Blanc de Noirs,1195.21,95.51375908836106
Jefferson's Manhattan RTD,3639.089999999995,81.81660799815336
Jefferson's Rsv Groth Resrve,11758.52999999998,58.98092703764834
Jeffersons  Ocean Bourbon,33995.75000000015,55.01437679709985
Jeremiah Weed Sarsaparilla,179.88,44.429619746497664
Jeremiah Weed Sweet Tea Vdka,8489.929999999933,58.99318368938226
Jesse James Spiced Bourbon,575.64,47.9257869501772
Jim Beam,2155.6800000000007,90.96897498701107
Jim Beam Apple,22723.470000000038,19.59881127310234
Jim Beam Black,827.6400000000001,8.148470349427294
Jim Beam Bonded Bourbon,3669.95999999999,88.68652519373505
Jim Beam Candy Cane 4/50mLs,1735.6500000000015,83.8988275285916
Jim Beam Honey,19254.509999999693,10.122978979988147
Jim Beam Jacob's Ghost,15741.269999999919,51.62334424096633
Jim Beam Kentucky Fire,19593.08999999971,10.20936462803846
Jim Beam Maple,503.7900000000001,79.14607276841541
Jim Beam Signature Craft,8537.72999999997,34.20241680165546
Jim Beam Signature Craft Ltd,2483.3399999999983,94.13491507405348
Jim Beam Traveler,388929.23999998654,52.25803799169063
Jim Beam White BBQ Sauce Pak,2007.6600000000008,97.3476584680673
Joel Gott Rsl Columbia Vly,207.84,51.61662817551963
Jordan Cab Svgn Alex Valley,13647.269999999971,69.18819661368164
Jos Phelps Insignia 11,5219.740000000001,44.97083839329187
Jos Phelps Insignia 2010 Red,13566.939999999995,89.37918204104979
Jose Cuervo R Rolling Stones,4199.579999999999,26.47264726472646
Jose Cuervo Tropina,350.82,28.578758337609028
Joseph Drouhin Cote de Beaun,935.6400000000002,94.51712196998847
Joseph Mellot Reuilly Svgn B,15.99,31.0193871169481
Joseph Mellot Sancerre White,1024.5900000000001,55.80768892923024
Joseph Phelps Insignia 09,1439.91,70.9509622129161
Juan Gil Dry Wh Muscat Jumil,329.6900000000001,21.744669234735685
Justin Obtuse,769.3000000000001,23.230209281164697
KAH Extra Aged Tequila,1249.95,13.668546741869687
KJ Est Cab Hawkeye Mtn,299.94,32.42648529705941
KJ Est Chard Santa Maria Vly,167.94,33.762057877813504
KJ Jackson Est Pnt Nr Anders,101.94,33.78457916421424
Kahlua Cinnamon Spice,913.5300000000003,93.8480400205795
Kahlua Hazelnut,7093.449999999969,74.37354178855131
Kahlua Peppermint Mocha,3927.9399999999882,80.64176133036649
Kahlua Pumpkin Spice Liqueur,5339.199999999982,36.207858855259005
Ken Wright Canary Hill Pnt N,1264.77,26.053748902962592
Ken Wright Cellars Pnt Nr,494.91,85.18518518518519
Kennedy's Original Irish,511.6800000000001,88.84068167604752
Kenwood Chard 12,3404.489999999997,93.6422195394905
Kenwood Yulupa Cab Svgn Cal,1411.43,16.005753030614347
Kenwood Yulupa Merlot Cal,755.16,11.902113459399333
Kesselstatt Piesporter Gold,1229.5900000000001,98.3409103847624
Ketel One 325 Commemorative,18263.69999999998,80.34034724617682
Ketel One Oranje,3099.4599999999964,41.03682576965012
King Rabbit Malbec Pay D'Oc,191.76,83.32290362953692
King Robert II Scotch Whisky,436.77,87.48998328639787
Kinky Flame Whisky,6516.359999999991,72.58346507195019
Kinky Vodka,6362.729999999791,48.29043508053766
Kinsella Est Cab Svgn 10,3334.709999999999,38.17153515598057
Kirkland Signature Supr Brdx,7.99,32.91614518147684
Kismet Wine Papa's All-Black,2718.6399999999985,98.54890680634435
Kistler Hyde Chard,875.88,34.210165776133714
Klinker Brick Marisa Znfdl,2484.2899999999986,74.64426455848552
Klinker Brick Old Ghst Znfdl,4066.8899999999953,7.264519079689751
Knappogue Castle Irish 12 Yr,3919.0199999999945,58.28957239309822
Kringle Cream,4781.289999999981,46.72316466894898
Kru Peach Mango Vodka,2023.3800000000006,58.92615326829366
Krug Grande Cve Brut,2294.73,3.1694360556579646
L Bernard Cotes du Rhone,4676.229999999976,6.19558918188317
L Einaudi Dolcetto Dogliani,3454.0799999999945,45.184824902723655
L'Ecole No 41 Red Columbia V,1266.41,20.394658917728062
L'Eglise Saint-Hilaire Borde,943.1600000000005,79.08626320030537
L'Enclos de Viaud Lalande Po,1919.3600000000004,98.92255751917305
L.A. Cetto Cab Svgn,287.76,1.2927439532944018
La Atalaya Almansa Red,281.83,8.59738140013482
La Chapelle Mission Haut Bri,901.89,57.28858286487266
La Chapelle de la Mission Ha,789.9,10.338017470565891
La Clarence Haut Brion 10,4912.250000000001,1.3714692859687676
La Crema Russian Rive Pnt Nr,395.88,31.97938769324038
La Croix de Carbonnieux Blnc,779.7000000000002,84.44145184045145
La Croix de Carbonnieux Roug,987.4800000000004,79.61680236561754
La Dame Montrose St Estep 11,207.96,83.55452971725332
La Demoiselle Sociando Haut,274.89000000000004,50.5256648113791
La Fee NV Absinthe,719.6400000000002,57.103551775887965
La Lecciaia Brunello di Mont,645.83,51.31845841784991
La Merika Pnt Grigio Montery,5591.779999999972,82.59445114078157
La Petite Maison Ventoux Bl,202.71,90.92299343890286
La Volpe Pnt Grigio,959.28,18.301225919439574
LaBelle Winery 2013 Dry Rsl,4490.789999999978,32.63234308440131
Label 5 Scotch 12 Yr,1631.4900000000002,12.480002942095895
Laboure-Roi Pouilly Fuisse,639.36,66.66666666666666
Lafite Rsv Speciale Bl Brdx,197.89,27.35358027186821
Lake Sonoma Znfdl Dry Creek,1659.1700000000003,23.913764110971155
Landmark 12 Overlook Chard S,1919.3600000000001,35.66605535178394
Landmark Overlook Chard,44904.22000000015,47.86436553179201
Lange Pnt Gris Willamette,995.4100000000001,40.904752815422796
Lange RSV Willamette Pnt Nr,3954.689999999997,34.28814900788678
Laphroaig 18 Yr Single Malt,3359.5799999999977,67.77811512153302
Laphroaig 32 Yr Old Scotch,11999.9,34.30620255168793
Las Brisas Rueda Wh,1628.7400000000007,0.3425961172440558
Latour 11 Merslt-Blgny P Cru,1249.75,97.35067013402681
Latour 12 Cuvee Bourg Rouge,37801.09000000025,71.30215028191004
Latour 13 Cuvee Bourgog Blnc,7867.0799999999745,91.19241192411923
Laurent Reverdy Sancerre,323.76,35.50778354336545
Layer Cake Barosa Shiraz,34775.85000000033,30.2070833638866
Le Grande Courtage Rose,1124.7200000000003,58.181591862863655
Le Haut Medoc de Lascombes,3359.0399999999972,81.49649899971419
Le Macchiole Bolgheri Rosso,1052.6100000000001,73.53625749327863
Le Mistral Red,9546.17999999997,56.26439057298298
Le Petit Mout Roths 11 Pauil,3899.7400000000002,97.41880227912631
LeCompte Calvados 12 Yr Old,1119.84,81.75096442348907
LeCompte Calvados 18 Yr Old,519.96,27.00976998230634
LeCompte Calvados 5 Yr Old,1287.77,68.94631805368971
Leaf Vodka Alaskian Glacial,7510.059999999948,71.47905609276073
Leblon Cedilla Acai Liqueur,59.98,60.00333444481494
Lee Family Farm Albarino Mon,575.6800000000001,64.92148415786548
Lee Family Farm Rio Tinto S,815.5199999999999,37.19835197174807
Legacy Red Alexander Valley,1430.73,77.48002767817826
Leoville Poyfre St Julien 09,1847.94,77.62914380337024
Lepanto Solera Gran Reserva,391.92,75.65064298836496
Leroux Apple Schnapps,44.94,48.73164218958612
Leroux Cherry Brandy,95.88000000000001,21.902377972465594
Les Dauphins Cotes du Rhone,351.12,41.55844155844156
Les Embruns Rose,779.4000000000001,36.13548883756736
Les Fiefs de Lagrange 11 Jul,395.88,42.53309083560675
Les Pasquets Entre Deux Mers,589.4100000000002,78.40213094450384
Liberty School Chard Cntrl C,4403.6099999999815,0.3998991736321855
Liberty School Cuvee Red CC,118.83,54.15299166877051
Liberty School Merlot CC,10541.559999999927,20.77832882419612
Liberty School Pnt Nr CC,60681.46000000028,65.36405023873861
Lincourt Courtney's Chard,725.3400000000001,84.94499131441806
Lincourt Lindsays Pnt Nr,47623.23000000015,60.13789908832319
Linie Aquavit,9583.149999999956,51.283659339569745
Linkwood 15 Yr Old Sngl Malt,2639.6699999999987,78.69392765004716
Lions de Suduiraut Sauternes,1652.1300000000006,87.66198785809834
Liquore Strega,353.88000000000005,25.364530349270947
Livingston Cab Svgn Cal,143.82,9.887359198998748
Livingston Clrs Rhine Calif,382.91000000000014,88.69185970593612
Livio Felluga Pinot Grigio,473.8,22.853524693963703
Lobstah White,763.2400000000002,54.00529322362561
Lot No 40 Canadian Rye,1319.78,80.35960538877691
Louis Jadot Chmble-Musgny 11,99.98,65.5131026205241
Louis Latour 13 Pnt Nr Bourg,167.88,33.30950679056469
Loukatos Tsipouro Brandy,139.93,36.49681983849068
Love Oregon Rsl,554.63,15.403061500459758
Lower East Side Cab Svgn,2501.2799999999984,37.807442589394185
Lucano Amaro,2128.5799999999995,70.36991797348466
Lucano Limencello,1329.7900000000006,78.45073282247574
Lucanto Montepulciano d'Abru,492.71000000000004,43.30133344157821
Luce Brunello Montalcino 10,2079.8,28.572939705740946
Lucienne Doctor's Vyd Pnt Nr,671.8599999999999,24.976929717500663
Lugny Macon Vllgs Vielle Rsv,383.76,66.44777986241401
Luiano Rosato,332.1400000000001,56.29682003474933
Lustau Pedro Ximenez San Emi,107.96,33.34568358651352
Luxardo Angioletto Hazelnut,271.83000000000004,0.45248868778281204
Lyric by Etude Pnt Nr,1582.92,1.5465089833977723
M Chiarlo 10 Chiarlo Rosso,10629.359999999955,47.12400370295086
M Chiarlo Barberesco Anni 09,9712.529999999968,95.16542033846999
M Chiarlo Barolo Cerequio,559.93,44.343042880360045
M Chiarlo Gavi Wh,945.1400000000006,99.22445352011341
M Lynch Bordeaux Blanc Grave,1911.7300000000007,9.211551840479594
M Lynch Bordeaux Rouge Medoc,4613.9299999999785,68.6029046821255
MSH Cellars Svgn Bl Napa Vly,2841.6299999999956,82.0870415923255
Ma Terr Aglianico Vulture,167.88,31.95139385275197
MacGavin's Highland Scotch,3526.0399999999913,97.76576556136628
MacMurray Ranch Pnt Nr RRV,35042.4700000003,53.99325447093243
Mad Dogs & Englishmen Jumil,195.86000000000004,96.66598590830185
Madison's Ranch Cab Svgn,47309.58000000017,74.77885028782764
Madrigal Cab Svgn,18530.729999999996,84.48577039328725
Madrigal Petite Sirah,6184.359999999976,94.69371123285188
Madrigal Znfdl,12143.319999999932,89.68124038566054
Magellan Gin,1143.56,11.784252684598972
Magnificent Wine Co House Re,5199.889999999966,13.546248093709176
Maison L'Envoye The Attache,2552.3099999999986,51.690821256038625
Maison L'Envoye Two Messenge,4392.309999999997,67.29739021152876
Maker's Mark Combo Pack,33450.44000000026,79.81198453592853
Malibu Cosmo Light RTD,581.6100000000001,64.86993002183594
Malibu Island Spiced Rum,624.5000000000002,67.87189751801442
Malibu Peach Sparkler RTD,3301.729999999987,65.6368025247369
Malibu Red,8043.599999999958,67.02707742801714
Malibu Rum Sparkler RTD,3101.919999999987,46.103058750709
Manifesto! Chard No Cst,7389.779999999958,96.96093794402539
Manischewitz Cream Peach,119.76,33.26653306613226
Manon Rose de Provence,901.3000000000002,38.057679833451814
Mapple Jack Liquer,1763.5100000000002,60.760075077544215
Marcel Lapierre Morgon,2105.19,71.32230345004488
Marie Brizard Chocolat Royal,5876.7799999999625,2.6506011795569027
Marina Cvetic Mntlcno Abruzo,492.83000000000004,13.316965282145981
Mark West Pnt Nr Santa Lucia,500.6600000000001,95.242280190149
Marques de Grinon 10 Cab Svg,399.90000000000003,59.45986496624156
Marquis d Gelida Brut Rsv,1783.9500000000005,74.30533366966564
Martinelli Bondi Home Pnt Nr,3842.3900000000003,22.909439177178797
Martinelli Vellu Ranch Znfdl,1403.74,68.38730819097553
Marzadro Le Diciotto Lune,1924.65,69.92180396435715
Mas Alta Black Slate Priorat,611.64,77.16303708063566
Mas Donis Montsant Old Vines,5659.279999999971,2.26848645057283
Mas Janeil Cotes Roussillon,32585.350000000573,15.127227419685793
Masi Serego Alighieri Vaio A,1448.77,65.89934910303224
Masi Soave 2012 Classico,46995.80000000017,27.722860340711758
Massolino Barbera D'Alba,2806.4399999999955,69.20226336568743
Massolino Barolo Margheria,2045.69,66.85714844380136
Massolino Barolo Parussi,1121.83,92.05048893326082
Massolino Dolcetto D'Alba,1817.9300000000005,50.057482961390164
Master's London Dry Gin,2699.099999999997,76.01422696454371
Mastersons 10 Yr Old Rye,1199.85,75.48860274200942
Matanzas Creek Chard Sonoma,348.87,43.83007997248258
Matanzas Creek Merlot Sonoma,601.72,1.0636176294622233
Maurice's Mentholated Mint,9671.309999999432,20.914126421338487
Mayfair London Dry Gin,521.7700000000001,90.42106675355042
Mayu Carmenere Syrah,5936.429999999969,24.353188700952902
Mayu Pedro Ximenez,4702.379999999985,11.456751687443084
Mazzei Siepi,1444.83,51.6538277859679
Mazzei Zisola Notto Rosso,816.57,30.5411660972115
McCormick Gold Label Bourbon,3520.7899999999963,18.103039374685746
McManis River Jct Chard Cal,551.52,30.580939947780685
McWilliams Hanwood Cab Svgn,810.8400000000001,61.49425287356323
McWilliams Hanwood Est Chard,1377.0300000000009,31.745132640538014
Melini Borghi D'Elsa Chiant,36950.780000000435,28.38194484663158
Mercat Brut Nature,389.74,62.7828808949556
Mercer Canyons Red,608.8299999999999,41.52062151996452
Mercer Pnt Gris,116.38,81.1823337343186
Merieau 12 Les Hex PN VdP,493.62,11.065191847980229
Merieau 13 Bois Jacou Gamay,1286.0100000000002,49.17302353791961
Merieau L'Arpent des Vaudons,883.3200000000004,69.6078431372549
Mermelada Sassy Red,23.98,34.19516263552961
Merriam Cab Franc Windacre V,384.89,69.90049104939072
Merriam Cuvee Pnt Nr RRV,849.66,77.23324623967235
Merry Edwards Svgn Bl RRV,1274.49,62.146427198330315
Merry Irish Cream Liqueur,71.94,86.76675006950236
Metaxa 5 Star,1495.0700000000006,65.28590634552229
Metcalfe's Raspberry Liqueur,869.7100000000002,47.95506548159732
Mica Cab Svgn,3859.4099999999967,4.2773377277873035
Michele Chiarlo Arneis,793.5100000000002,77.45712089324647
Midnight Moon Peach,7230.229999999956,61.8136629125212
Mile Marker Pnt Gris,671.52,32.88062902072909
Mimosa by St Clair Winery,335.76,67.3338098641887
Miner Chard Napa,869.7100000000002,77.31427717285072
Miodula Honey Vodka,4504.669999999987,55.33213309742988
Mionetto Frizzante Prosecco,6722.419999999968,60.62072884467183
Mionetto Il Prosecco Veneto,1613.98,26.259309285121248
Mionetto Il Spriz,939.0600000000004,71.31493195322983
Mirafiore Dolcetto D'Alba,299.86000000000007,63.209497765623965
Mitolo Jester McLaren Shiraz,975.3900000000003,89.41961676867714
Moet Nectar Imperial Rose,31819.25000000015,4.914352161035174
Moillard Ch d'Eau VDP Rose,1630.9800000000002,69.4564004463574
Mojoshot Blue Lagoon RTD,287.1000000000005,96.69453152211773
Mollydooker Enchanted Path,959.88,34.50431303912988
Mollydooker Gigglepot Cab Sv,479.88,25.506376594148534
Mommy's Time Out Delicious R,65.94,67.33393994540492
Moncigale Rose Cd Provnce 14,760.3900000000004,49.888872815265884
Monjardin El Cerezo Chard,455.62000000000023,56.75343487994384
MontGras RSV Cab Svgn,119.88,33.33333333333333
Montanya Platino Rum,307.86000000000007,60.004547521600735
Monte Faliesi Falanghina,10491.329999999867,76.29242431607783
Moonlight Meadery Last Apple,1167.2700000000002,69.56145536165585
Morande Edicion Limitada,374.7500000000001,84.30953969312876
Morellino d Scansano Rsv,51081.52000000012,48.45619315948333
Morgan Winery Double L  Rsl,1057.54,69.54441439567299
Morgan Winery Garys Vyd Pnt,255.92000000000002,74.8319787433573
Morrigan Irish Whiskey,1719.1400000000003,74.75481927010017
Mount Gay Eclipse Silver Rum,965.5799999999999,21.844901509973287
Mount Veeder Cab Svgn Napa,806.94,9.911517584950555
Mt Monster Cab Svgn,1535.04,31.01938711694808
Mulderbosch Faithful Hound,479.76,67.10855427713857
Murphy-Goode Homefront Red,2100.8099999999995,22.98113584760161
My Big Fat Greek Red Wine,143.88,35.446205170975816
Nanbu Bijin Southern Beauty,271.83,54.177243129897356
Napa Highlands Meritage,41148.810000000136,45.1786819594541
Nardi Brunello di Montalcino,699.86,95.40193753036323
Nardi Brunllo d Montlcino 10,2861.4599999999996,84.16263026566858
Nardi Casale 08 Bosco Brunel,35603.28000000018,34.841396635366515
Nardi Rosso di Montalcino 13,1539.3000000000002,87.28123172870785
Navarro Vyds Late Harvest Ge,911.52,34.228541337546076
Neal Fifteen Forty Cab Svgn,1597.83,88.07570267174856
Netzl Rosanna Rose,349.75,50.38741958541816
New Amsterdam Gin,2539.75999999999,82.96571329574441
New Amsterdam Red Berry Vdka,15.99,24.828017510944346
Newton Merlot Napa Unfilterd,443.88,67.0992160043255
Neyers Conn Vly Cab Svgn,3686.309999999998,71.60114043582877
Neyers Merlot Napa,3322.7199999999953,84.56866663456442
Nicholson Ranch Chard Son Ct,21189.40000000001,86.13802184110924
Nicholson Ranch Est Chard,23969.010000000086,39.887796784264424
Nicholson Ranch Pnt Nr Sonom,3014.329999999999,28.291195721768997
Nicole Chanrion Cote de Brou,1938.1600000000003,71.29968022608453
Nicolis Recioto Valpo Clsc,239.76000000000002,72.22222222222223
Night Harvest Chard,2086.340000000001,6.960514585350398
Nikka Whisky Taketsuru 12 Yr,13899.939999999975,84.19165838125917
Ninety+Cellars Lot 71 Malbec,179.88,66.87791861240827
Ninety+Cellars Lot 90 Rosso,377.86,40.898745567141276
Nisia 13 O V Verdejo Rueda,4153.379999999986,7.663637808242606
Nortico Alvarinho,671.52,14.939242315939966
Nostor Templari Priorat Red,1259.7,43.31983805668017
Nova 06 Marilyn Merlot Napa,376.87,4.524106455807045
Nozzole La Forra Chianti Gra,406.89000000000004,62.63363562633636
Nozzole Le Bruniche Chardon,142.89,25.25719084610539
Nuvo Lemon Sorbet Liqueur,24.99,24.249699879951976
Nyers Vyds Sage Canyon Red,208.89,93.72875676193212
Nyers Vyds Vista Luna Znfdl,879.6000000000003,12.269213278763106
O'Shaugnessey Cab Svgn Howel,14128.429999999991,10.986712607133182
Oak Leaf Chard Cal,143.52,49.58193979933111
Oak Leaf Moscato,35.88,35.11705685618729
Oak Leaf Pnt Grigio Cal,71.76,67.55852842809364
Oak Leaf Svgn Bl Cal,287.04,50.08361204013379
Occhio A Vento Vermentino,115.71000000000001,88.67859303430991
Old Forrester 1870 Craft,8519.849999999975,41.45624629541583
Old Grand Dad,2463.119999999999,95.97461755821884
Old Grand Dad Bonded,14189.039999999895,34.48267113208458
Old Potrero 18th Century,10937.869999999977,13.926568884069585
Ole Smoky Charred Tennesse,379.80000000000007,35.73459715639811
Ole Smoky Peach Moonshine,1279.2000000000003,60.944340212632895
Ole Smoky Strawberry Lightin,63.96,60.63164477798624
Olivier Chablis Savary,441.66,88.07227278902323
Olivier Leflaive Bourg Al 12,94.94999999999999,6.076882569773547
Olmeca Altos Plata Blanco,545.79,30.22591106469521
Olmeca Altos Reposado,1206.5500000000002,37.39836724545192
Ophir London Dry Gin,12185.279999999962,2.9952532892142347
Opici Homemade Barberone Bia,191.92,31.971654856190074
Opus One 11,919.96,82.99273881473107
Original Wondermint Schnapps,417.7800000000001,64.29699842022119
Our Daily Red Cab Svgn,285.76000000000005,48.32726763717805
P & J Cold Soaked Berries,565.5900000000003,89.37746424088121
P & J Cold Soaked Peaches,933.3100000000005,93.3141185672499
P & J Cold Soaked Pineapples,547.6000000000003,78.44229364499635
P Michael Apres Midi Svgn Bl,4049.1899999999982,36.61917568698922
P Michael L'Espirit Brdx,6299.299999999997,1.2398202974933208
P Michael Les Pavots Est Brd,4887.740000000001,7.071161723004922
Pacifica Cab Svgn/Merlot 11,7771.679999999979,87.28923476005185
Pacifico Sur Cab Svgn Rsv,359.64,33.433433433433436
Pacifico Sur Chard Curico,211.41,4.6402724563644115
Palacios Bolo Godello Valdeo,573.5900000000001,59.915619170487645
Pali Huntington Pnt Nr,1019.4900000000002,19.164484202885774
Pali Pnt Nr Cargasacchi Vyd,599.9,52.072012002000335
Pali Summit Station R Pnt Nr,269.91,6.0649846245044765
Pali Tower 15 The Winery,34205.55000000045,70.58769702577547
Pali Wine Co Pnt Nr Durell,824.85,12.274959083469723
Pallini Limoncello Liqueur,354.62,23.489932885906025
Palmaz Vyds Cab Svgn Napa,3299.67,58.40947731136751
Parducci Sustainable Red,311.76,74.86528098537336
Parducci Sustainable White,179.76,67.28971962616822
Parducci True Grit 11 Cab Sv,26207.610000000157,94.44302628129773
Pares Balta Brut Cava Pendes,1106.3300000000004,52.715735811195586
Partida Tequila Blanco,747.83,73.25862829787518
Pascual Toso Cab Svgn Argn,367.1500000000001,96.06155522266104
Paso a Paso Tempranillo,7838.379999999939,2.3516338835311803
Patricius Tokaj Furmint,881.5100000000002,16.14388946239976
Patron XO Cafe Incendio,4386.909999999987,85.94865178451343
Patron XO Cafe Variety 3 Pak,9485.42999999986,96.15157141004671
Paul Dolan 12 Cab Svgn,50666.200000000164,71.84395119428738
Paul Hobbs Chard RRV,4849.029999999996,47.11643359599751
Paul Hobbs Crossbarn Chard,2287.1200000000003,34.07822938892582
Paul Hobbs Crossbarn Rose PN,892.5300000000001,65.95744680851064
Paul Hobbs Nathan Coombs Cab,2969.91,42.27973238246277
Paul Masson Peach Brandy,1310.7999999999997,41.42224146881118
Paul Masson Red Berry Brandy,4977.929999999968,59.72422271908178
Pavilion St Pierre Cdu Rhone,15085.899999999869,97.47744582689795
Pazo de Galegos Albarino,83.96,83.21819914244878
Pearl Cucumber Vodka,18925.32999999939,54.44254883320484
Pearl Vodka,8440.739999999654,21.32822477649738
Pearl Vodka PET,11866.549999999903,68.875536697692
Peligroso Cinnamon Tequila,639.6000000000003,56.51031894934335
Peligroso Reposado Tequila,4485.959999999989,70.88984297675405
Pendleton Limited Edition,1495.3200000000004,84.63606452130648
Penfld Bin 407 Cab Svgn Ausl,279.96,82.87612516073725
Penfolds B28 Shiraz/Kalimna,494.8500000000001,96.01293321208448
Penfolds Bin 389 Cab/Shiraz,14432.749999999996,7.507023955933602
Penfolds Grange 2005,5471.88,39.69367018282564
Penfolds Koonunga Hil Shiraz,13224.969999999863,6.6396369897236
Penfolds T Hyland Shiraz,10275.429999999911,58.78809937880908
Penny Wise Svgn Bl,1700.9600000000012,77.99301570877623
Perc Coffee Liqueur,4414.079999999991,29.88550275482079
Peregrine Pnt Nr,269.9,58.62912189699888
Perez Cruz Carmenere Ltd Ed,1939.0300000000004,83.38963296081032
Perrier Jouet BE Luxury Case,7865.299999999996,61.70559292080401
Pertinace Barbera D'Alba,524.65,20.83674830839607
Peter Lehmann Layers Red,28572.240000000147,31.33824999370053
Peter Lehmann Shiraz,84600.42000000073,32.174532939671124
Peter Michael Danseuse Pnt N,4377.57,95.32343286343793
Petit Caillou St Julien,2870.009999999999,35.736809279410146
Pezzi King Svgn Bl Dry Creek,1195.0800000000006,99.26532115004854
Philippe Herard Bl de Blanc,287.64,69.57307745793354
Phillips Lust Znfdl Lodi,4448.2099999999955,55.49580617821546
Phillips Rapture Cab Svgn,2899.4799999999996,66.2298067239643
Piccini Chianti,311.76,69.43802925327175
Piccini Memoro,1454.9600000000005,26.483202287348124
Pico & Vine Cab Svgn Napa,1877.710000000001,93.15549259470313
Piehole Apple Pie,239.58000000000007,98.19684447783622
Piehole Pecan Pie,477.18000000000075,85.92774215180857
Piero Broglia Gavi di Gavi,119.94,12.823078205769548
Pierre Andre Chablis,1942.3300000000002,48.26110908033135
Pierre Dupond Renjardire CdR,2206.2899999999986,83.30772473246944
Pietro Rinaldi di Como Dolce,407.76,34.19658622719247
Pimms Blackberry & Elderflwr,6174.129999999966,70.64444707189499
Pine Ridge Forefront Cab Svg,4554.719999999985,12.114026767836137
Pink Pigeon Rum,923.6700000000002,57.029025517771515
Pinnacle Blueberry Vodka,142.89,28.021555042340257
Pinnacle Cake Vodka,75.91999999999999,80.47945205479452
Pinnacle Cinnabon Vodka,155.88,40.415704387990765
Pinnacle CranApple Vodka,16233.189999999742,27.616198664586634
Pinnacle Habanero Vodka,2017.980000000001,76.40412689917642
Pinnacle Key Lime Whipped,285.78000000000003,61.03296241864371
Pinnacle Mimosa Vodka,2107.890000000001,91.35391315486102
Pinnacle Orange Whipped,142.35,85.18440463645943
Pinnacle Peach Vodka,1967.4300000000017,85.5583171955292
Pinnacle Pecan Pie,3951.339999999977,47.15109304691543
Pinnacle Rainbow Sherbet,3403.919999999979,94.70669110907421
Pinnacle Red Liquorice,609.6100000000001,68.46016305506801
Pinnacle Strawbery Shortcake,3367.4599999999796,85.1778491800941
Pinnacle Vodka 100 Proof,40934.56000000028,32.708791788650785
Pinnacle Vodka Gift Pak,1269.8700000000008,97.97065841385339
Pinot Evil VDP Beaute Pnt Nr,119.88,59.45945945945946
